DateTime,Value
1591651124,4.0
1591651125,3.0
1591651126,3.0
1591651127,1.0
1591651128,0.0
1591651129,0.0
1591651130,0.0
1591651131,0.0
1591651132,0.0
1591651133,0.0
1591651134,0.0
1591651135,0.0
1591651136,0.0
1591651137,0.0
1591651138,0.0
1591651139,0.0
1591651140,0.0
1591651141,0.0
1591651142,0.0
1591651143,0.0
1591651144,0.0
1591651145,0.0
1591651146,0.0
1591651147,0.0
1591651148,0.0
1591651149,0.0
1591651150,0.0
1591651151,0.0
1591651152,0.0
1591651153,0.0
1591651154,0.0
1591651155,0.0
1591651156,0.0
1591651157,0.0
1591651158,0.0
1591651159,0.0
1591651160,0.0
1591651161,0.0
1591651162,0.0
1591651163,0.0
1591651164,0.0
1591651165,0.0
1591651166,0.0
1591651167,0.0
1591651168,0.0
1591651169,0.0
1591651170,0.0
1591651171,0.0
1591651172,0.0
1591651173,0.0
1591651174,0.0
1591651175,0.0
1591651176,0.0
1591651177,0.0
1591651178,0.0
1591651179,0.0
1591651180,0.0
1591651181,0.0
1591651182,0.0
1591651183,0.0
1591651184,0.0
1591651185,0.0
1591651186,0.0
1591651187,0.0
1591651188,0.0
1591651189,0.0
1591651190,0.0
1591651191,0.0
1591651192,0.0
1591651193,0.0
1591651194,0.0
1591651195,0.0
1591651196,0.0
1591651197,0.0
1591651198,0.0
1591651199,0.0
1591651200,0.0
1591651201,0.0
1591651202,0.0
1591651203,0.0
1591651204,0.0
1591651205,0.0
1591651206,0.0
1591651207,0.0
1591651208,0.0
1591651209,0.0
1591651210,0.0
1591651211,0.0
1591651212,0.0
1591651213,0.0
1591651214,0.0
1591651215,0.0
1591651216,0.0
1591651217,0.0
1591651218,0.0
1591651219,0.0
1591651220,0.0
1591651221,0.0
1591651222,0.0
1591651223,0.0
1591651224,0.0
1591651225,0.0
1591651226,0.0
1591651227,0.0
1591651228,0.0
1591651229,0.0
1591651230,0.0
1591651231,0.0
1591651232,0.0
1591651233,0.0
1591651234,0.0
1591651235,0.0
1591651236,0.0
1591651237,0.0
1591651238,2.0
1591651239,14.0
1591651240,16.0
1591651241,19.0
1591651242,22.0
1591651243,25.0
1591651244,27.0
1591651245,29.0
1591651246,30.0
1591651247,31.0
1591651248,32.0
1591651249,33.0
1591651250,33.0
1591651251,33.0
1591651252,33.0
1591651253,31.0
1591651254,29.0
1591651255,21.0
1591651256,20.0
1591651257,19.0
1591651258,19.0
1591651259,18.0
1591651260,20.0
1591651261,21.0
1591651262,22.0
1591651263,21.0
1591651264,21.0
1591651265,22.0
1591651266,24.0
1591651267,26.0
1591651268,27.0
1591651269,28.0
1591651270,29.0
1591651271,30.0
1591651272,30.0
1591651273,31.0
1591651274,32.0
1591651275,32.0
1591651276,33.0
1591651277,34.0
1591651278,33.0
1591651279,33.0
1591651280,30.0
1591651281,28.0
1591651282,21.0
1591651283,15.0
1591651284,10.0
1591651285,7.0
1591651286,4.0
1591651287,3.0
1591651288,3.0
1591651289,6.0
1591651290,7.0
1591651291,8.0
1591651292,10.0
1591651293,16.0
1591651294,19.0
1591651295,21.0
1591651296,22.0
1591651297,23.0
1591651298,24.0
1591651299,25.0
1591651300,26.0
1591651301,27.0
1591651302,28.0
1591651303,29.0
1591651304,30.0
1591651305,31.0
1591651306,31.0
1591651307,32.0
1591651308,31.0
1591651309,29.0
1591651310,26.0
1591651311,24.0
1591651312,6.0
1591651313,5.0
1591651314,3.0
1591651315,5.0
1591651316,7.0
1591651317,12.0
1591651318,14.0
1591651319,16.0
1591651320,20.0
1591651321,22.0
1591651322,24.0
1591651323,26.0
1591651324,27.0
1591651325,28.0
1591651326,29.0
1591651327,29.0
1591651328,29.0
1591651329,31.0
1591651330,32.0
1591651331,31.0
1591651332,30.0
1591651333,30.0
1591651334,28.0
1591651335,27.0
1591651336,27.0
1591651337,22.0
1591651338,21.0
1591651339,17.0
1591651340,12.0
1591651341,8.0
1591651342,6.0
1591651343,3.0
1591651344,3.0
1591651345,3.0
1591651346,0.0
1591651347,0.0
1591651348,0.0
1591651349,0.0
1591651350,0.0
1591651351,0.0
1591651352,0.0
1591651353,0.0
1591651354,0.0
1591651355,0.0
1591651356,0.0
1591651357,0.0
1591651358,0.0
1591651359,0.0
1591651360,0.0
1591651361,0.0
1591651362,0.0
1591651363,0.0
1591651364,0.0
1591651365,0.0
1591651366,0.0
1591651367,0.0
1591651368,0.0
1591651369,0.0
1591651370,0.0
1591651371,0.0
1591651372,0.0
1591651373,0.0
1591651374,0.0
1591651375,0.0
1591651376,0.0
1591651377,0.0
1591651378,0.0
1591651379,0.0
1591651380,0.0
1591651381,0.0
1591651382,0.0
1591651383,0.0
1591651384,0.0
1591651385,0.0
1591651386,0.0
1591651387,0.0
1591651388,0.0
1591651389,0.0
1591651390,0.0
1591651391,0.0
1591651392,0.0
1591651393,0.0
1591651394,0.0
1591651395,0.0
1591651396,0.0
1591651397,0.0
1591651398,0.0
1591651399,0.0
1591651400,0.0
1591651401,0.0
1591651402,0.0
1591651403,0.0
1591651404,0.0
1591651405,0.0
1591651406,0.0
1591651407,0.0
1591651408,0.0
1591651409,0.0
1591651410,0.0
1591651411,0.0
1591651412,0.0
1591651413,0.0
1591651414,0.0
1591651415,0.0
1591651416,0.0
1591651417,0.0
1591651418,0.0
1591651419,0.0
1591651420,6.0
1591651421,10.0
1591651422,11.0
1591651423,7.0
1591651424,5.0
1591651425,4.0
1591651426,9.0
1591651427,10.0
1591651428,14.0
1591651429,17.0
1591651430,18.0
1591651431,21.0
1591651432,24.0
1591651433,26.0
1591651434,29.0
1591651435,31.0
1591651436,32.0
1591651437,33.0
1591651438,33.0
1591651439,34.0
1591651440,34.0
1591651441,33.0
1591651442,33.0
1591651443,30.0
1591651444,27.0
1591651445,22.0
1591651446,20.0
1591651447,20.0
1591651448,20.0
1591651449,22.0
1591651450,25.0
1591651451,28.0
1591651452,30.0
1591651453,31.0
1591651454,32.0
1591651455,33.0
1591651456,34.0
1591651457,34.0
1591651458,34.0
1591651459,35.0
1591651460,35.0
1591651461,35.0
1591651462,35.0
1591651463,35.0
1591651464,35.0
1591651465,34.0
1591651466,31.0
1591651467,30.0
1591651468,23.0
1591651469,18.0
1591651470,16.0
1591651471,7.0
1591651472,3.0
1591651473,3.0
1591651474,4.0
1591651475,5.0
1591651476,6.0
1591651477,8.0
1591651478,9.0
1591651479,11.0
1591651480,16.0
1591651481,21.0
1591651482,23.0
1591651483,29.0
1591651484,30.0
1591651485,28.0
1591651486,25.0
1591651487,22.0
1591651488,17.0
1591651489,15.0
1591651490,15.0
1591651491,15.0
1591651492,16.0
1591651493,17.0
1591651494,18.0
1591651495,20.0
1591651496,21.0
1591651497,27.0
1591651498,28.0
1591651499,30.0
1591651500,32.0
1591651501,32.0
1591651502,28.0
1591651503,25.0
1591651504,23.0
1591651505,14.0
1591651506,7.0
1591651507,4.0
1591651508,3.0
1591651509,3.0
1591651510,3.0
1591651511,0.0
1591651512,0.0
1591651513,0.0
1591651514,0.0
1591651515,0.0
1591651516,0.0
1591651517,0.0
1591651518,0.0
1591651519,0.0
1591651520,0.0
1591651521,0.0
1591651522,0.0
1591651523,0.0
1591651524,0.0
1591651525,0.0
1591651526,0.0
1591651527,0.0
1591651528,0.0
1591651529,0.0
1591651530,0.0
1591651531,0.0
1591651532,0.0
1591651533,0.0
1591651534,0.0
1591651535,0.0
1591651536,0.0
1591651537,0.0
1591651538,0.0
1591651539,0.0
1591651540,0.0
1591651541,0.0
1591651542,0.0
1591651543,0.0
1591651544,0.0
1591651545,0.0
1591651546,0.0
1591651547,0.0
1591651548,0.0
1591651549,0.0
1591651550,0.0
1591651551,0.0
1591651552,0.0
1591651553,0.0
1591651554,0.0
1591651555,0.0
1591651556,0.0
1591651557,0.0
1591651558,0.0
1591651559,0.0
1591651560,0.0
1591651561,0.0
1591651562,0.0
1591651563,0.0
1591651564,0.0
1591651565,0.0
1591651566,0.0
1591651567,0.0
1591651568,0.0
1591651569,0.0
1591651570,0.0
1591651571,0.0
1591651572,0.0
1591651573,0.0
1591651574,8.0
1591651575,13.0
1591651576,15.0
1591651577,19.0
1591651578,27.0
1591651579,30.0
1591651580,34.0
1591651581,36.0
1591651582,39.0
1591651583,40.0
1591651584,41.0
1591651585,42.0
1591651586,42.0
1591651587,43.0
1591651588,43.0
1591651589,44.0
1591651590,45.0
1591651591,47.0
1591651592,48.0
1591651593,48.0
1591651594,47.0
1591651595,47.0
1591651596,48.0
1591651597,49.0
1591651598,49.0
1591651599,49.0
1591651600,50.0
1591651601,50.0
1591651602,52.0
1591651603,53.0
1591651604,54.0
1591651605,53.0
1591651606,52.0
1591651607,52.0
1591651608,50.0
1591651609,49.0
1591651610,49.0
1591651611,49.0
1591651612,49.0
1591651613,49.0
1591651614,49.0
1591651615,49.0
1591651616,50.0
1591651617,48.0
1591651618,46.0
1591651619,39.0
1591651620,34.0
1591651621,32.0
1591651622,22.0
1591651623,16.0
1591651624,13.0
1591651625,6.0
1591651626,4.0
1591651627,3.0
1591651628,3.0
1591651629,1.0
1591651630,0.0
1591651631,0.0
1591651632,0.0
1591651633,0.0
1591651634,0.0
1591651635,0.0
1591651636,0.0
1591651637,0.0
1591651638,4.0
1591651639,12.0
1591651640,19.0
1591651641,23.0
1591651642,30.0
1591651643,34.0
1591651644,36.0
1591651645,40.0
1591651646,43.0
1591651647,45.0
1591651648,49.0
1591651649,51.0
1591651650,51.0
1591651651,53.0
1591651652,54.0
1591651653,54.0
1591651654,57.0
1591651655,57.0
1591651656,55.0
1591651657,55.0
1591651658,54.0
1591651659,52.0
1591651660,51.0
1591651661,50.0
1591651662,47.0
1591651663,41.0
1591651664,34.0
1591651665,23.0
1591651666,22.0
1591651667,22.0
1591651668,27.0
1591651669,32.0
1591651670,34.0
1591651671,40.0
1591651672,44.0
1591651673,50.0
1591651674,53.0
1591651675,54.0
1591651676,54.0
1591651677,53.0
1591651678,53.0
1591651679,50.0
1591651680,49.0
1591651681,48.0
1591651682,46.0
1591651683,45.0
1591651684,44.0
1591651685,38.0
1591651686,33.0
1591651687,29.0
1591651688,23.0
1591651689,19.0
1591651690,17.0
1591651691,10.0
1591651692,4.0
1591651693,3.0
1591651694,3.0
1591651695,3.0
1591651696,3.0
1591651697,6.0
1591651698,12.0
1591651699,21.0
1591651700,26.0
1591651701,31.0
1591651702,37.0
1591651703,40.0
1591651704,42.0
1591651705,46.0
1591651706,49.0
1591651707,51.0
1591651708,55.0
1591651709,59.0
1591651710,60.0
1591651711,63.0
1591651712,63.0
1591651713,62.0
1591651714,61.0
1591651715,60.0
1591651716,58.0
1591651717,57.0
1591651718,56.0
1591651719,54.0
1591651720,53.0
1591651721,52.0
1591651722,50.0
1591651723,48.0
1591651724,48.0
1591651725,45.0
1591651726,44.0
1591651727,44.0
1591651728,40.0
1591651729,37.0
1591651730,28.0
1591651731,26.0
1591651732,28.0
1591651733,34.0
1591651734,37.0
1591651735,39.0
1591651736,44.0
1591651737,46.0
1591651738,49.0
1591651739,54.0
1591651740,57.0
1591651741,59.0
1591651742,62.0
1591651743,65.0
1591651744,66.0
1591651745,68.0
1591651746,70.0
1591651747,72.0
1591651748,74.0
1591651749,76.0
1591651750,76.0
1591651751,76.0
1591651752,76.0
1591651753,76.0
1591651754,77.0
1591651755,78.0
1591651756,78.0
1591651757,78.0
1591651758,77.0
1591651759,75.0
1591651760,74.0
1591651761,74.0
1591651762,71.0
1591651763,68.0
1591651764,67.0
1591651765,65.0
1591651766,66.0
1591651767,66.0
1591651768,69.0
1591651769,70.0
1591651770,70.0
1591651771,70.0
1591651772,70.0
1591651773,69.0
1591651774,68.0
1591651775,68.0
1591651776,66.0
1591651777,66.0
1591651778,66.0
1591651779,66.0
1591651780,66.0
1591651781,66.0
1591651782,64.0
1591651783,63.0
1591651784,63.0
1591651785,61.0
1591651786,59.0
1591651787,57.0
1591651788,55.0
1591651789,55.0
1591651790,54.0
1591651791,54.0
1591651792,53.0
1591651793,48.0
1591651794,44.0
1591651795,42.0
1591651796,32.0
1591651797,28.0
1591651798,21.0
1591651799,11.0
1591651800,8.0
1591651801,8.0
1591651802,6.0
1591651803,4.0
1591651804,3.0
1591651805,3.0
1591651806,0.0
1591651807,0.0
1591651808,3.0
1591651809,6.0
1591651810,6.0
1591651811,4.0
1591651812,3.0
1591651813,8.0
1591651814,12.0
1591651815,16.0
1591651816,21.0
1591651817,24.0
1591651818,29.0
1591651819,34.0
1591651820,37.0
1591651821,39.0
1591651822,43.0
1591651823,46.0
1591651824,47.0
1591651825,52.0
1591651826,52.0
1591651827,54.0
1591651828,55.0
1591651829,57.0
1591651830,58.0
1591651831,60.0
1591651832,61.0
1591651833,62.0
1591651834,63.0
1591651835,64.0
1591651836,62.0
1591651837,62.0
1591651838,61.0
1591651839,60.0
1591651840,60.0
1591651841,61.0
1591651842,62.0
1591651843,63.0
1591651844,65.0
1591651845,66.0
1591651846,67.0
1591651847,65.0
1591651848,63.0
1591651849,63.0
1591651850,60.0
1591651851,58.0
1591651852,58.0
1591651853,54.0
1591651854,52.0
1591651855,52.0
1591651856,49.0
1591651857,48.0
1591651858,47.0
1591651859,45.0
1591651860,44.0
1591651861,43.0
1591651862,38.0
1591651863,25.0
1591651864,15.0
1591651865,7.0
1591651866,4.0
1591651867,3.0
1591651868,3.0
1591651869,3.0
1591651870,8.0
1591651871,12.0
1591651872,15.0
1591651873,20.0
1591651874,24.0
1591651875,26.0
1591651876,32.0
1591651877,35.0
1591651878,37.0
1591651879,38.0
1591651880,37.0
1591651881,37.0
1591651882,35.0
1591651883,34.0
1591651884,30.0
1591651885,26.0
1591651886,25.0
1591651887,20.0
1591651888,15.0
1591651889,12.0
1591651890,5.0
1591651891,3.0
1591651892,3.0
1591651893,10.0
1591651894,15.0
1591651895,17.0
1591651896,22.0
1591651897,24.0
1591651898,27.0
1591651899,29.0
1591651900,29.0
1591651901,26.0
1591651902,24.0
1591651903,23.0
1591651904,19.0
1591651905,9.0
1591651906,6.0
1591651907,3.0
1591651908,3.0
1591651909,3.0
1591651910,1.0
1591651911,0.0
1591651912,0.0
1591651913,0.0
1591651914,0.0
1591651915,0.0
1591651916,0.0
1591651917,0.0
1591651918,0.0
1591651919,0.0
1591651920,0.0
1591651921,0.0
1591651922,0.0
1591651923,0.0
1591651924,0.0
1591651925,0.0
1591651926,0.0
1591651927,0.0
1591651928,0.0
1591651929,0.0
1591651930,0.0
1591651931,0.0
1591651932,0.0
1591651933,0.0
1591651934,0.0
1591651935,0.0
1591651936,0.0
1591651937,0.0
1591651938,0.0
1591651939,0.0
1591651940,0.0
1591651941,0.0
1591651942,0.0
1591651943,0.0
1591651944,0.0
1591651945,0.0
1591651946,0.0
1591651947,0.0
1591651948,0.0
1591651949,0.0
1591651950,0.0
1591651951,0.0
1591651952,0.0
1591651953,0.0
1591651954,0.0
1591651955,0.0
1591651956,0.0
1591651957,0.0
1591651958,0.0
1591651959,0.0
1591651960,0.0
1591651961,0.0
1591651962,0.0
1591651963,0.0
1591651964,7.0
1591651965,11.0
1591651966,13.0
1591651967,18.0
1591651968,22.0
1591651969,23.0
1591651970,27.0
1591651971,29.0
1591651972,30.0
1591651973,29.0
1591651974,28.0
1591651975,27.0
1591651976,21.0
1591651977,10.0
1591651978,5.0
1591651979,3.0
1591651980,3.0
1591651981,6.0
1591651982,13.0
1591651983,16.0
1591651984,22.0
1591651985,25.0
1591651986,27.0
1591651987,30.0
1591651988,32.0
1591651989,35.0
1591651990,37.0
1591651991,39.0
1591651992,40.0
1591651993,42.0
1591651994,42.0
1591651995,42.0
1591651996,41.0
1591651997,41.0
1591651998,41.0
1591651999,42.0
1591652000,42.0
1591652001,43.0
1591652002,44.0
1591652003,45.0
1591652004,44.0
1591652005,43.0
1591652006,43.0
1591652007,40.0
1591652008,39.0
1591652009,39.0
1591652010,39.0
1591652011,41.0
1591652012,44.0
1591652013,46.0
1591652014,47.0
1591652015,49.0
1591652016,48.0
1591652017,47.0
1591652018,44.0
1591652019,43.0
1591652020,43.0
1591652021,45.0
1591652022,47.0
1591652023,48.0
1591652024,51.0
1591652025,52.0
1591652026,53.0
1591652027,53.0
1591652028,52.0
1591652029,51.0
1591652030,48.0
1591652031,48.0
1591652032,48.0
1591652033,48.0
1591652034,46.0
1591652035,45.0
1591652036,47.0
1591652037,48.0
1591652038,50.0
1591652039,51.0
1591652040,52.0
1591652041,52.0
1591652042,52.0
1591652043,53.0
1591652044,54.0
1591652045,55.0
1591652046,56.0
1591652047,56.0
1591652048,55.0
1591652049,55.0
1591652050,54.0
1591652051,53.0
1591652052,53.0
1591652053,56.0
1591652054,56.0
1591652055,55.0
1591652056,55.0
1591652057,55.0
1591652058,54.0
1591652059,54.0
1591652060,54.0
1591652061,53.0
1591652062,53.0
1591652063,53.0
1591652064,52.0
1591652065,51.0
1591652066,50.0
1591652067,48.0
1591652068,47.0
1591652069,46.0
1591652070,44.0
1591652071,43.0
1591652072,38.0
1591652073,35.0
1591652074,33.0
1591652075,26.0
1591652076,23.0
1591652077,18.0
1591652078,15.0
1591652079,15.0
1591652080,16.0
1591652081,20.0
1591652082,25.0
1591652083,27.0
1591652084,32.0
1591652085,35.0
1591652086,37.0
1591652087,40.0
1591652088,43.0
1591652089,45.0
1591652090,48.0
1591652091,50.0
1591652092,51.0
1591652093,51.0
1591652094,52.0
1591652095,52.0
1591652096,53.0
1591652097,53.0
1591652098,53.0
1591652099,52.0
1591652100,52.0
1591652101,50.0
1591652102,49.0
1591652103,47.0
1591652104,42.0
1591652105,36.0
1591652106,33.0
1591652107,25.0
1591652108,20.0
1591652109,18.0
1591652110,5.0
1591652111,4.0
1591652112,3.0
1591652113,3.0
1591652114,3.0
1591652115,0.0
1591652116,0.0
1591652117,0.0
1591652118,0.0
1591652119,0.0
1591652120,0.0
1591652121,0.0
1591652122,0.0
1591652123,0.0
1591652124,2.0
1591652125,4.0
1591652126,5.0
1591652127,5.0
1591652128,4.0
1591652129,4.0
1591652130,3.0
1591652131,3.0
1591652132,3.0
1591652133,1.0
1591652134,0.0
1591652135,2.0
1591652136,5.0
1591652137,6.0
1591652138,8.0
1591652139,10.0
1591652140,12.0
1591652141,16.0
1591652142,18.0
1591652143,19.0
1591652144,22.0
1591652145,23.0
1591652146,24.0
1591652147,29.0
1591652148,37.0
1591652149,41.0
1591652150,44.0
1591652151,46.0
1591652152,48.0
1591652153,49.0
1591652154,50.0
1591652155,49.0
1591652156,49.0
1591652157,49.0
1591652158,48.0
1591652159,48.0
1591652160,48.0
1591652161,46.0
1591652162,45.0
1591652163,45.0
1591652164,42.0
1591652165,39.0
1591652166,38.0
1591652167,33.0
1591652168,32.0
1591652169,29.0
1591652170,27.0
1591652171,27.0
1591652172,27.0
1591652173,27.0
1591652174,28.0
1591652175,25.0
1591652176,25.0
1591652177,24.0
1591652178,26.0
1591652179,28.0
1591652180,31.0
1591652181,35.0
1591652182,37.0
1591652183,38.0
1591652184,37.0
1591652185,36.0
1591652186,30.0
1591652187,19.0
1591652188,16.0
1591652189,5.0
1591652190,3.0
1591652191,3.0
1591652192,6.0
1591652193,9.0
1591652194,11.0
1591652195,18.0
1591652196,20.0
1591652197,23.0
1591652198,25.0
1591652199,25.0
1591652200,26.0
1591652201,29.0
1591652202,30.0
1591652203,30.0
1591652204,30.0
1591652205,31.0
1591652206,32.0
1591652207,32.0
1591652208,33.0
1591652209,32.0
1591652210,30.0
1591652211,30.0
1591652212,29.0
1591652213,26.0
1591652214,25.0
1591652215,20.0
1591652216,19.0
1591652217,18.0
1591652218,15.0
1591652219,13.0
1591652220,13.0
1591652221,10.0
1591652222,9.0
1591652223,9.0
1591652224,4.0
1591652225,4.0
1591652226,3.0
1591652227,3.0
1591652228,3.0
1591652229,1.0
1591652230,0.0
1591652231,0.0
1591652232,0.0
1591652233,0.0
1591652234,0.0
1591652235,0.0
1591652236,0.0
1591652237,0.0
1591652238,0.0
1591652239,0.0
